,Area_Surveyed,date_surveyed,daily_co2_emmission_ppm_stationary
483,Mile 1,2022-03-02,447.1415780811172
491,Mile 1,2022-03-03,449.3674946573362
499,Mile 1,2022-03-04,449.1200562600922
507,Mile 1,2022-03-05,447.3407993818475
515,Mile 1,2022-03-06,450.95327956760167
523,Mile 1,2022-03-07,447.4431056971114
531,Mile 1,2022-03-08,449.06598398804584
539,Mile 1,2022-03-09,454.5831087917937
547,Mile 1,2022-03-10,449.6887261541553
555,Mile 1,2022-03-11,452.8639483079543
563,Mile 1,2022-03-12,450.45163381554374
571,Mile 1,2022-03-13,451.4814636708879
579,Mile 1,2022-03-14,449.5974745696122
587,Mile 1,2022-03-15,448.4681021987247
595,Mile 1,2022-03-16,452.05784153911594
603,Mile 1,2022-03-17,448.1615490773746
611,Mile 1,2022-03-18,446.11307435415983
619,Mile 1,2022-03-19,448.5074120479139
627,Mile 1,2022-03-20,447.7096184335392
635,Mile 1,2022-03-21,450.69566290347865
643,Mile 1,2022-03-22,450.09177403243496
651,Mile 1,2022-03-23,448.71280182270425
659,Mile 1,2022-03-24,448.924091275893
667,Mile 1,2022-03-25,450.5937138931253
675,Mile 1,2022-03-26,454.21533972518796
683,Mile 1,2022-03-27,453.50090780763156
691,Mile 1,2022-03-28,450.75326546534205
699,Mile 1,2022-03-29,451.34016582573946
707,Mile 1,2022-03-30,449.65414607801756
715,Mile 1,2022-03-31,445.8852022546123
723,Mile 1,2022-04-01,452.97057157822866
731,Mile 1,2022-04-02,456.35587010476013
739,Mile 1,2022-04-03,455.26798907333216
747,Mile 1,2022-04-04,455.8058623513325
755,Mile 1,2022-04-05,455.5944036459327
763,Mile 1,2022-04-06,459.5145325521529
771,Mile 1,2022-04-07,461.358862786507
779,Mile 1,2022-04-08,459.09687395055494
787,Mile 1,2022-04-09,455.63014176538843
795,Mile 1,2022-04-10,452.0924992357719
803,Mile 1,2022-04-11,448.6645194650403
811,Mile 1,2022-04-12,448.1276636255282
819,Mile 1,2022-04-13,444.9680745378698
827,Mile 1,2022-04-14,449.15491217650884
835,Mile 1,2022-04-15,445.5071185235562
843,Mile 1,2022-04-16,442.8177029664894
851,Mile 1,2022-04-17,446.71506207654255
859,Mile 1,2022-04-18,447.4924334535798
867,Mile 1,2022-04-19,445.71432341750585
875,Mile 1,2022-04-20,450.02684639225413
883,Mile 1,2022-04-21,451.7560624745779
891,Mile 1,2022-04-22,455.21918373220456
899,Mile 1,2022-04-23,451.70876861254317
907,Mile 1,2022-04-24,452.7520280287802
915,Mile 1,2022-04-25,450.28208962014617
923,Mile 1,2022-04-26,448.84386273410234
931,Mile 1,2022-04-27,449.2288039138716
939,Mile 1,2022-04-28,448.6266127397102
947,Mile 1,2022-04-29,448.9831889177971
955,Mile 1,2022-04-30,451.80199224245797
963,Mile 1,2022-05-01,457.58938456972055
971,Mile 1,2022-05-02,454.9404191988044
979,Mile 1,2022-05-03,457.6222034391631
987,Mile 1,2022-05-04,452.8598224074142
995,Mile 1,2022-05-05,446.69079568518987
1003,Mile 1,2022-05-06,446.7263769796329
1011,Mile 1,2022-05-07,448.520143885743
1019,Mile 1,2022-05-08,445.3084207200201
1027,Mile 1,2022-05-09,447.59003450401406
1035,Mile 1,2022-05-10,449.07973415280986
1043,Mile 1,2022-05-11,451.09059390696694
1051,Mile 1,2022-05-12,450.3162657348769
1059,Mile 1,2022-05-13,450.4101160144138
1067,Mile 1,2022-05-14,447.04228121008964
1075,Mile 1,2022-05-15,446.71369684706275
1083,Mile 1,2022-05-16,449.73193779294394
1091,Mile 1,2022-05-17,454.5476464550608
1099,Mile 1,2022-05-18,453.3959025185425
1107,Mile 1,2022-05-19,456.3588217629798
1115,Mile 1,2022-05-20,454.49278523408583
1123,Mile 1,2022-05-21,454.56646966386006
1131,Mile 1,2022-05-22,453.03839876470204
1139,Mile 1,2022-05-23,452.84723913529143
1147,Mile 1,2022-05-24,455.472677394704
1155,Mile 1,2022-05-25,453.73130417629284
1163,Mile 1,2022-05-26,449.7718429234049
1171,Mile 1,2022-05-27,448.3618600463835
1179,Mile 1,2022-05-28,448.05533203246847
1187,Mile 1,2022-05-29,451.80007242272796
1195,Mile 1,2022-05-30,448.5534806959096
1203,Mile 1,2022-05-31,449.0389764871367
1211,Mile 1,2022-06-01,443.94582354099566
1219,Mile 1,2022-06-02,447.219146478697
1227,Mile 1,2022-06-03,453.12277253508785
1235,Mile 1,2022-06-04,453.69284077456155
1243,Mile 1,2022-06-05,453.30687854219303
1251,Mile 1,2022-06-06,450.2958749795351
1259,Mile 1,2022-06-07,449.48750248567455
1267,Mile 1,2022-06-08,451.31198173997217
1275,Mile 1,2022-06-09,453.5622272179805
1283,Mile 1,2022-06-10,458.8306390525863
1291,Mile 1,2022-06-11,452.9978473368104
1299,Mile 1,2022-06-12,453.94166313576727
1307,Mile 1,2022-06-13,458.27793419503706
1315,Mile 1,2022-06-14,453.86039393652595
1323,Mile 1,2022-06-15,454.76795575556815
1331,Mile 1,2022-06-16,451.1407590288977
1339,Mile 1,2022-06-17,451.6778913202284
1347,Mile 1,2022-06-18,451.54331392415986
1355,Mile 1,2022-06-19,454.2865397469119
1363,Mile 1,2022-06-20,446.85996782283826
1371,Mile 1,2022-06-21,447.29260747598687
1379,Mile 1,2022-06-22,449.22208523319074
1387,Mile 1,2022-06-23,452.4252196632336
1395,Mile 1,2022-06-24,452.78263376426355
1403,Mile 1,2022-06-25,454.4431836349845
1411,Mile 1,2022-06-26,449.90769854448916
1419,Mile 1,2022-06-27,450.30369898114236
1427,Mile 1,2022-06-28,452.46780928679965
1435,Mile 1,2022-06-29,455.2656965007598
1443,Mile 1,2022-06-30,460.17825755053184
1451,Mile 1,2022-07-01,459.5958202853722
1459,Mile 1,2022-07-02,461.5974741997606
1467,Mile 1,2022-07-03,460.6757619398324
1475,Mile 1,2022-07-04,459.5584533578826
1483,Mile 1,2022-07-05,458.47678735051784
1491,Mile 1,2022-07-06,456.3385711453625
1499,Mile 1,2022-07-07,451.24454980175375
1507,Mile 1,2022-07-08,451.87207486122765
1515,Mile 1,2022-07-09,453.43055240285935
1523,Mile 1,2022-07-10,452.8361766820015
1531,Mile 1,2022-07-11,451.9942036774011
1539,Mile 1,2022-07-12,452.49661257418074
1547,Mile 1,2022-07-13,450.7811188019265
1555,Mile 1,2022-07-14,453.5337931613485
1563,Mile 1,2022-07-15,454.67874521294397
1571,Mile 1,2022-07-16,450.7699716490607
1579,Mile 1,2022-07-17,453.9449701543425
1587,Mile 1,2022-07-18,457.7111791080398
1595,Mile 1,2022-07-19,454.91854537562784
1603,Mile 1,2022-07-20,449.59095176293954
1611,Mile 1,2022-07-21,455.34850623405765
1619,Mile 1,2022-07-22,451.51597436384037
1627,Mile 1,2022-07-23,452.6065720546883
1635,Mile 1,2022-07-24,453.8877304382818
1643,Mile 1,2022-07-25,453.4907313067972
1651,Mile 1,2022-07-26,451.88674191475803
1659,Mile 1,2022-07-27,452.96471934033065
1667,Mile 1,2022-07-28,450.8400835382315
1675,Mile 1,2022-07-29,445.57787847676207
1683,Mile 1,2022-07-30,446.99571493373344
1691,Mile 1,2022-07-31,453.60420045361343
1699,Mile 1,2022-08-01,453.82377031752935
1707,Mile 1,2022-08-02,455.66658922227055
1715,Mile 1,2022-08-03,455.1012724555894
1723,Mile 1,2022-08-04,453.0797607189126
1731,Mile 1,2022-08-05,452.0480425032388
1739,Mile 1,2022-08-06,457.22221975226716
1747,Mile 1,2022-08-07,462.58306382658697
1755,Mile 1,2022-08-08,458.6083446786109
1763,Mile 1,2022-08-09,456.9590512750276
1771,Mile 1,2022-08-10,451.7227158925193
1779,Mile 1,2022-08-11,456.72056112476355
1787,Mile 1,2022-08-12,453.96492278733444
1795,Mile 1,2022-08-13,456.5057659511341
1803,Mile 1,2022-08-14,452.2736461657938
1811,Mile 1,2022-08-15,451.4266723160556
1819,Mile 1,2022-08-16,448.4865906212389
1827,Mile 1,2022-08-17,450.0623734348672
1835,Mile 1,2022-08-18,451.762481404407
1843,Mile 1,2022-08-19,452.452726983085
1851,Mile 1,2022-08-20,454.9812688881595
1859,Mile 1,2022-08-21,450.9959582217116
1867,Mile 1,2022-08-22,444.99579075519813
1875,Mile 1,2022-08-23,448.7411735286387
1883,Mile 1,2022-08-24,450.65338147004707
1891,Mile 1,2022-08-25,450.7019870290329
1899,Mile 1,2022-08-26,448.31546092032306
1907,Mile 1,2022-08-27,453.4851926442261
1915,Mile 1,2022-08-28,455.6209848509583
1923,Mile 1,2022-08-29,454.48920939567085
1931,Mile 1,2022-08-30,455.81904657696964
1939,Mile 1,2022-08-31,456.30695260387876
1947,Mile 1,2022-09-01,451.24455682271514
1955,Mile 1,2022-09-02,449.4436697759006
1963,Mile 1,2022-09-03,448.9690488431304
1971,Mile 1,2022-09-04,450.3646341901913
1979,Mile 1,2022-09-05,452.1115839331339
1987,Mile 1,2022-09-06,454.5111387531937
1995,Mile 1,2022-09-07,453.6388771272355
2003,Mile 1,2022-09-08,459.5341839890649
2011,Mile 1,2022-09-09,459.7879587923455
2019,Mile 1,2022-09-10,460.8835411546418
2027,Mile 1,2022-09-11,456.9198088082493
2035,Mile 1,2022-09-12,451.5822061657745
2043,Mile 1,2022-09-13,454.22739431604214
2051,Mile 1,2022-09-14,444.7938660212295
2059,Mile 1,2022-09-15,445.6779762148607
2067,Mile 1,2022-09-16,443.6349533504025
2075,Mile 1,2022-09-17,445.5008473452817
2083,Mile 1,2022-09-18,447.2887131416972
2091,Mile 1,2022-09-19,454.16098919918807
2099,Mile 1,2022-09-20,453.7044824394317
2107,Mile 1,2022-09-21,453.6833977076022
2115,Mile 1,2022-09-22,452.29292839532155
2123,Mile 1,2022-09-23,451.7566098767251
2131,Mile 1,2022-09-24,454.4926669137076
2139,Mile 1,2022-09-25,456.2875168395953
2147,Mile 1,2022-09-26,456.75116178771674
2155,Mile 1,2022-09-27,460.6016132514017
2163,Mile 1,2022-09-28,461.4855292759812
2171,Mile 1,2022-09-29,461.9568804931869
2179,Mile 1,2022-09-30,460.3422563452308
2187,Mile 1,2022-10-01,456.4815694416616
2195,Mile 1,2022-10-02,455.8363086091631
2203,Mile 1,2022-10-03,461.0344660264142
2211,Mile 1,2022-10-04,462.97853621848986
2219,Mile 1,2022-10-05,458.52166535294293
2227,Mile 1,2022-10-06,456.45371574706
2235,Mile 1,2022-10-07,453.47114102294205
2243,Mile 1,2022-10-08,453.69522871605943
2251,Mile 1,2022-10-09,453.20721010124157
2259,Mile 1,2022-10-10,453.60272707086904
2267,Mile 1,2022-10-11,453.61996894960834
2275,Mile 1,2022-10-12,455.14097826472585
2283,Mile 1,2022-10-13,458.74863478530807
2291,Mile 1,2022-10-14,457.1226243497157
2299,Mile 1,2022-10-15,459.880007044801
2307,Mile 1,2022-10-16,458.0243849313607
2315,Mile 1,2022-10-17,457.60126945195253
2323,Mile 1,2022-10-18,459.39053861636677
2331,Mile 1,2022-10-19,456.7203170314568
2339,Mile 1,2022-10-20,460.8787319220197
2347,Mile 1,2022-10-21,460.5291323454138
2355,Mile 1,2022-10-22,458.92724264178963
2363,Mile 1,2022-10-23,453.6241298492527
2371,Mile 1,2022-10-24,457.0432808944768
2379,Mile 1,2022-10-25,455.7399666261338
2387,Mile 1,2022-10-26,457.9022566382937
2395,Mile 1,2022-10-27,456.1600196468056
2403,Mile 1,2022-10-28,449.6833437527639
2411,Mile 1,2022-10-29,455.32858062693475
2419,Mile 1,2022-10-30,449.9183564388543
2427,Mile 1,2022-10-31,454.3049095071981
2435,Mile 1,2022-11-01,458.6409566550386
2443,Mile 1,2022-11-02,459.65286965852704
2451,Mile 1,2022-11-03,458.98297876096893
2459,Mile 1,2022-11-04,458.02979513267826
2467,Mile 1,2022-11-05,454.77083659287473
2475,Mile 1,2022-11-06,455.22424561501236
2483,Mile 1,2022-11-07,459.00816193050866
2491,Mile 1,2022-11-08,458.853343351356
2499,Mile 1,2022-11-09,460.66704034594926
2507,Mile 1,2022-11-10,463.65196824216446
2515,Mile 1,2022-11-11,458.23298776951515
2523,Mile 1,2022-11-12,460.23987143866054
2531,Mile 1,2022-11-13,462.9526600070624
2539,Mile 1,2022-11-14,462.22169200494363
2547,Mile 1,2022-11-15,463.0705144034606
2555,Mile 1,2022-11-16,464.4978200824224
2563,Mile 1,2022-11-17,461.96833405769564
2571,Mile 1,2022-11-18,457.45530384038693
2579,Mile 1,2022-11-19,458.78580268827085
2587,Mile 1,2022-11-20,459.7082418817896
2595,Mile 1,2022-11-21,460.46506931725276
2603,Mile 1,2022-11-22,459.4210785220769
2611,Mile 1,2022-11-23,457.39614496545386
2619,Mile 1,2022-11-24,461.07689147581766
2627,Mile 1,2022-11-25,462.12443403307236
2635,Mile 1,2022-11-26,464.21326382315067
2643,Mile 1,2022-11-27,466.77092467620554
2651,Mile 1,2022-11-28,465.3634372733439
2659,Mile 1,2022-11-29,467.8891860913407
2667,Mile 1,2022-11-30,467.72809026393855
2675,Mile 1,2022-12-01,465.428983184757
2683,Mile 1,2022-12-02,464.38114822932994
2691,Mile 1,2022-12-03,462.6370237605309
2699,Mile 1,2022-12-04,464.09978663237166
2707,Mile 1,2022-12-05,462.7482606426601
2715,Mile 1,2022-12-06,464.5918324498621
2723,Mile 1,2022-12-07,462.88503271490345
2731,Mile 1,2022-12-08,465.56105290043246
2739,Mile 1,2022-12-09,462.7631770303027
2747,Mile 1,2022-12-10,466.4819839212119
2755,Mile 1,2022-12-11,467.0394487448483
2763,Mile 1,2022-12-12,463.6121141213938
2771,Mile 1,2022-12-13,459.44213988497563
2779,Mile 1,2022-12-14,460.088087919483
2787,Mile 1,2022-12-15,456.87701154363805
2795,Mile 1,2022-12-16,459.8505180805467
2803,Mile 1,2022-12-17,463.8227826563827
2811,Mile 1,2022-12-18,466.7367478594679
2819,Mile 1,2022-12-19,469.76571350162754
2827,Mile 1,2022-12-20,469.7933094511393
2835,Mile 1,2022-12-21,463.61777661579754
2843,Mile 1,2022-12-22,461.3343936310582
2851,Mile 1,2022-12-23,463.53351554174077
2859,Mile 1,2022-12-24,463.2548108792185
2867,Mile 1,2022-12-25,462.650337615453
2875,Mile 1,2022-12-26,465.1193563308171
2883,Mile 1,2022-12-27,463.452419431572
2891,Mile 1,2022-12-28,463.3642736021004
2899,Mile 1,2022-12-29,461.88282152147025
2907,Mile 1,2022-12-30,467.5901350650292
2915,Mile 1,2022-12-31,467.74999454552045
4,Choba Junction,2022-01-01,396.761
12,Choba Junction,2022-01-02,393.090705882353
20,Choba Junction,2022-01-03,401.40449315068497
28,Choba Junction,2022-01-04,400.2004295302014
36,Choba Junction,2022-01-05,401.1182364862429
44,Choba Junction,2022-01-06,399.31074610444153
52,Choba Junction,2022-01-07,393.2492085945589
60,Choba Junction,2022-01-08,397.7493077789755
68,Choba Junction,2022-01-09,401.71895503039525
76,Choba Junction,2022-01-10,404.50733330604885
84,Choba Junction,2022-01-11,406.80534246386827
92,Choba Junction,2022-01-12,401.8005469120934
100,Choba Junction,2022-01-13,399.22022232892624
108,Choba Junction,2022-01-14,398.98712470840377
116,Choba Junction,2022-01-15,401.31907838942163
124,Choba Junction,2022-01-16,408.6444993933568
132,Choba Junction,2022-01-17,408.97520890659024
140,Choba Junction,2022-01-18,403.79140485761087
148,Choba Junction,2022-01-19,405.4689956685093
156,Choba Junction,2022-01-20,407.4474556259944
164,Choba Junction,2022-01-21,402.5664426685962
172,Choba Junction,2022-01-22,403.28308006041317
180,Choba Junction,2022-01-23,408.41701113491365
188,Choba Junction,2022-01-24,404.13194685654855
196,Choba Junction,2022-01-25,401.04739914056915
204,Choba Junction,2022-01-26,406.2044635168027
212,Choba Junction,2022-01-27,405.7012213925331
220,Choba Junction,2022-01-28,407.96760922556217
228,Choba Junction,2022-01-29,409.9054288538593
236,Choba Junction,2022-01-30,402.6900175670912
244,Choba Junction,2022-01-31,403.32380229652665
252,Choba Junction,2022-02-01,403.1747899618352
260,Choba Junction,2022-02-02,400.7721943988334
268,Choba Junction,2022-02-03,402.5157455147513
276,Choba Junction,2022-02-04,403.2116144964077
284,Choba Junction,2022-02-05,406.40748862208335
292,Choba Junction,2022-02-06,410.5603697440845
300,Choba Junction,2022-02-07,404.62688111119184
308,Choba Junction,2022-02-08,409.77558146080213
316,Choba Junction,2022-02-09,408.4831261996803
324,Choba Junction,2022-02-10,405.3370169376296
332,Choba Junction,2022-02-11,407.38925249658377
340,Choba Junction,2022-02-12,408.3100869487018
348,Choba Junction,2022-02-13,410.63473121945265
356,Choba Junction,2022-02-14,405.55569131012453
364,Choba Junction,2022-02-15,405.9568539471362
372,Choba Junction,2022-02-16,411.6913680636753
380,Choba Junction,2022-02-17,409.9416275803514
388,Choba Junction,2022-02-18,406.3491792139475
396,Choba Junction,2022-02-19,406.88807545945514
404,Choba Junction,2022-02-20,412.44435289156803
412,Choba Junction,2022-02-21,414.15253703915096
420,Choba Junction,2022-02-22,410.29230590359293
428,Choba Junction,2022-02-23,413.07933414454976
436,Choba Junction,2022-02-24,416.02478391008793
444,Choba Junction,2022-02-25,414.069328732924
452,Choba Junction,2022-02-26,412.7516601110952
460,Choba Junction,2022-02-27,414.7780220798675
468,Choba Junction,2022-02-28,410.7615254529923
476,Choba Junction,2022-03-01,407.0356678152018
484,Choba Junction,2022-03-02,409.9120174716641
492,Choba Junction,2022-03-03,412.2673422307512
500,Choba Junction,2022-03-04,407.81331956074973
508,Choba Junction,2022-03-05,409.9472136927851
516,Choba Junction,2022-03-06,409.6709395849259
524,Choba Junction,2022-03-07,412.0425477095899
532,Choba Junction,2022-03-08,407.9981433965437
540,Choba Junction,2022-03-09,406.8181103775461
548,Choba Junction,2022-03-10,410.3567272643548
556,Choba Junction,2022-03-11,410.99706908505755
564,Choba Junction,2022-03-12,410.8329783595387
572,Choba Junction,2022-03-13,412.2011048516867
580,Choba Junction,2022-03-14,411.63377339617784
588,Choba Junction,2022-03-15,411.0895813773226
596,Choba Junction,2022-03-16,411.80544696412755
604,Choba Junction,2022-03-17,415.6182228748957
612,Choba Junction,2022-03-18,414.01957601242503
620,Choba Junction,2022-03-19,411.1872232086951
628,Choba Junction,2022-03-20,416.85115624608983
636,Choba Junction,2022-03-21,417.6655793722632
644,Choba Junction,2022-03-22,414.99120556058347
652,Choba Junction,2022-03-23,421.4939738924097
660,Choba Junction,2022-03-24,424.75498172468724
668,Choba Junction,2022-03-25,420.03946720728067
676,Choba Junction,2022-03-26,420.2832870450965
684,Choba Junction,2022-03-27,420.1780809315675
692,Choba Junction,2022-03-28,421.90047665209727
700,Choba Junction,2022-03-29,417.05116365646796
708,Choba Junction,2022-03-30,419.08538455952765
716,Choba Junction,2022-03-31,413.9591391916693
724,Choba Junction,2022-04-01,416.70766743416857
732,Choba Junction,2022-04-02,418.23563720391803
740,Choba Junction,2022-04-03,419.36848604274263
748,Choba Junction,2022-04-04,413.3402002299198
756,Choba Junction,2022-04-05,410.50610016094384
764,Choba Junction,2022-04-06,419.4305901126607
772,Choba Junction,2022-04-07,421.55333307886247
780,Choba Junction,2022-04-08,423.9278231552037
788,Choba Junction,2022-04-09,421.56585620864263
796,Choba Junction,2022-04-10,416.06773934604985
804,Choba Junction,2022-04-11,411.0562275422349
812,Choba Junction,2022-04-12,417.63089927956446
820,Choba Junction,2022-04-13,424.65932949569515
828,Choba Junction,2022-04-14,418.4452706469866
836,Choba Junction,2022-04-15,424.5376794528906
844,Choba Junction,2022-04-16,426.2782856170234
852,Choba Junction,2022-04-17,424.4268999319164
860,Choba Junction,2022-04-18,427.80735995234147
868,Choba Junction,2022-04-19,425.684631966639
876,Choba Junction,2022-04-20,424.6846023766473
884,Choba Junction,2022-04-21,429.69814166365313
892,Choba Junction,2022-04-22,426.8353791645572
900,Choba Junction,2022-04-23,427.36761541519
908,Choba Junction,2022-04-24,422.3885707906331
916,Choba Junction,2022-04-25,424.17060955344317
924,Choba Junction,2022-04-26,424.9009266874102
932,Choba Junction,2022-04-27,424.6604686811872
940,Choba Junction,2022-04-28,422.80959807683104
948,Choba Junction,2022-04-29,422.7035486537817
956,Choba Junction,2022-04-30,423.1160640576472
964,Choba Junction,2022-05-01,423.984454840353
972,Choba Junction,2022-05-02,417.9368583882471
980,Choba Junction,2022-05-03,418.1876708717729
988,Choba Junction,2022-05-04,418.70295961024107
996,Choba Junction,2022-05-05,426.87953172716874
1004,Choba Junction,2022-05-06,423.3076022090181
1012,Choba Junction,2022-05-07,421.5061615463126
1020,Choba Junction,2022-05-08,427.7723030824189
1028,Choba Junction,2022-05-09,431.8222121576932
1036,Choba Junction,2022-05-10,434.12641851038524
1044,Choba Junction,2022-05-11,431.54266295726967
1052,Choba Junction,2022-05-12,432.4706040700887
1060,Choba Junction,2022-05-13,427.5420228490621
1068,Choba Junction,2022-05-14,425.67205599434345
1076,Choba Junction,2022-05-15,424.8932991960404
1084,Choba Junction,2022-05-16,430.71713943722824
1092,Choba Junction,2022-05-17,428.2362776060598
1100,Choba Junction,2022-05-18,427.94501432424187
1108,Choba Junction,2022-05-19,427.2836000269693
1116,Choba Junction,2022-05-20,429.6683900188784
1124,Choba Junction,2022-05-21,432.6227930132149
1132,Choba Junction,2022-05-22,427.47335510925046
1140,Choba Junction,2022-05-23,432.3956185764753
1148,Choba Junction,2022-05-24,428.1220830035327
1156,Choba Junction,2022-05-25,428.36301810247295
1164,Choba Junction,2022-05-26,429.0748826717311
1172,Choba Junction,2022-05-27,429.79890787021174
1180,Choba Junction,2022-05-28,434.6757055091482
1188,Choba Junction,2022-05-29,441.75702385640375
1196,Choba Junction,2022-05-30,444.1604966994826
1204,Choba Junction,2022-05-31,440.98985768963786
1212,Choba Junction,2022-06-01,440.9488303827465
1220,Choba Junction,2022-06-02,437.5273812679226
1228,Choba Junction,2022-06-03,436.20507688754583
1236,Choba Junction,2022-06-04,434.55778382128204
1244,Choba Junction,2022-06-05,431.8840386748974
1252,Choba Junction,2022-06-06,432.44703707242815
1260,Choba Junction,2022-06-07,431.9765959506997
1268,Choba Junction,2022-06-08,429.1605271654898
1276,Choba Junction,2022-06-09,433.2218590158428
1284,Choba Junction,2022-06-10,438.01521131108996
1292,Choba Junction,2022-06-11,435.8021079177629
1300,Choba Junction,2022-06-12,433.70792554243405
1308,Choba Junction,2022-06-13,431.3221678797038
1316,Choba Junction,2022-06-14,432.22778751579267
1324,Choba Junction,2022-06-15,430.0875612610549
1332,Choba Junction,2022-06-16,430.5429128827384
1340,Choba Junction,2022-06-17,430.16466901791694
1348,Choba Junction,2022-06-18,437.65912831254184
1356,Choba Junction,2022-06-19,431.8378898187793
1364,Choba Junction,2022-06-20,432.5061728731455
1372,Choba Junction,2022-06-21,435.25472101120187
1380,Choba Junction,2022-06-22,441.4475247078413
1388,Choba Junction,2022-06-23,444.6198972954889
1396,Choba Junction,2022-06-24,443.4381681068422
1404,Choba Junction,2022-06-25,440.6651276747896
1412,Choba Junction,2022-06-26,438.08391937235274
1420,Choba Junction,2022-06-27,434.96721356064694
1428,Choba Junction,2022-06-28,439.4939394924529
1436,Choba Junction,2022-06-29,437.90158764471704
1444,Choba Junction,2022-06-30,437.6341113513019
1452,Choba Junction,2022-07-01,432.33571794591137
1460,Choba Junction,2022-07-02,434.68888256213796
1468,Choba Junction,2022-07-03,437.41567779349657
1476,Choba Junction,2022-07-04,437.43314445544763
1484,Choba Junction,2022-07-05,434.1832011188133
1492,Choba Junction,2022-07-06,433.5648407831693
1500,Choba Junction,2022-07-07,433.1347485482185
1508,Choba Junction,2022-07-08,438.266563983753
1516,Choba Junction,2022-07-09,438.9296047886271
1524,Choba Junction,2022-07-10,439.95023335203894
1532,Choba Junction,2022-07-11,434.41492334642726
1540,Choba Junction,2022-07-12,431.7964863424991
1548,Choba Junction,2022-07-13,434.4504404397494
1556,Choba Junction,2022-07-14,435.7403083078246
1564,Choba Junction,2022-07-15,436.6943958154772
1572,Choba Junction,2022-07-16,439.95326707083404
1580,Choba Junction,2022-07-17,437.81400694958387
1588,Choba Junction,2022-07-18,434.00799486470873
1596,Choba Junction,2022-07-19,437.10957640529614
1604,Choba Junction,2022-07-20,439.1008034837073
1612,Choba Junction,2022-07-21,434.2684024385951
1620,Choba Junction,2022-07-22,437.8258017070166
1628,Choba Junction,2022-07-23,436.79641119491157
1636,Choba Junction,2022-07-24,438.12864783643806
1644,Choba Junction,2022-07-25,440.52293348550666
1652,Choba Junction,2022-07-26,438.8698334398547
1660,Choba Junction,2022-07-27,441.49461340789827
1668,Choba Junction,2022-07-28,441.1140893855288
1676,Choba Junction,2022-07-29,439.0662025698702
1684,Choba Junction,2022-07-30,435.19812179890914
1692,Choba Junction,2022-07-31,439.91606525923635
1700,Choba Junction,2022-08-01,440.98209568146547
1708,Choba Junction,2022-08-02,442.26270697702586
1716,Choba Junction,2022-08-03,445.63998488391815
1724,Choba Junction,2022-08-04,448.69455941874276
1732,Choba Junction,2022-08-05,449.68868159311995
1740,Choba Junction,2022-08-06,447.22904711518396
1748,Choba Junction,2022-08-07,447.2777829806288
1756,Choba Junction,2022-08-08,447.85510808644017
1764,Choba Junction,2022-08-09,450.0188556605081
1772,Choba Junction,2022-08-10,444.5426089623557
1780,Choba Junction,2022-08-11,449.83355627364904
1788,Choba Junction,2022-08-12,449.4429693915543
1796,Choba Junction,2022-08-13,443.3590985740881
1804,Choba Junction,2022-08-14,438.1396390018617
1812,Choba Junction,2022-08-15,433.9936273013032
1820,Choba Junction,2022-08-16,434.68067911091225
1828,Choba Junction,2022-08-17,443.40960537763857
1836,Choba Junction,2022-08-18,445.03161376434696
1844,Choba Junction,2022-08-19,449.08688963504284
1852,Choba Junction,2022-08-20,450.09657274453
1860,Choba Junction,2022-08-21,448.44859092117105
1868,Choba Junction,2022-08-22,448.16617364481976
1876,Choba Junction,2022-08-23,450.95969155137385
1884,Choba Junction,2022-08-24,449.00807408596165
1892,Choba Junction,2022-08-25,447.50202186017316
1900,Choba Junction,2022-08-26,440.82215530212125
1908,Choba Junction,2022-08-27,437.43117871148485
1916,Choba Junction,2022-08-28,439.4929050980394
1924,Choba Junction,2022-08-29,443.9251035686276
1932,Choba Junction,2022-08-30,443.79706249803934
1940,Choba Junction,2022-08-31,437.0866437486275
1948,Choba Junction,2022-09-01,442.50643062403924
1956,Choba Junction,2022-09-02,443.5838714368275
1964,Choba Junction,2022-09-03,447.7862800057793
1972,Choba Junction,2022-09-04,447.64681600404555
1980,Choba Junction,2022-09-05,449.2945312028319
1988,Choba Junction,2022-09-06,450.82812184198235
1996,Choba Junction,2022-09-07,443.8918752893876
2004,Choba Junction,2022-09-08,445.40985270257136
2012,Choba Junction,2022-09-09,439.39864689179996
2020,Choba Junction,2022-09-10,444.86532282426003
2028,Choba Junction,2022-09-11,446.30714597698204
2036,Choba Junction,2022-09-12,444.79987218388743
2044,Choba Junction,2022-09-13,446.50256052872123
2052,Choba Junction,2022-09-14,445.28199237010483
2060,Choba Junction,2022-09-15,449.4942946590734
2068,Choba Junction,2022-09-16,445.7049362613514
2076,Choba Junction,2022-09-17,447.833935382946
2084,Choba Junction,2022-09-18,450.2047047680622
2092,Choba Junction,2022-09-19,447.8224933376435
2100,Choba Junction,2022-09-20,448.2017553363505
2108,Choba Junction,2022-09-21,449.30471873544536
2116,Choba Junction,2022-09-22,454.4327931148117
2124,Choba Junction,2022-09-23,453.5624651803682
2132,Choba Junction,2022-09-24,457.55559562625774
2140,Choba Junction,2022-09-25,455.9744469383804
2148,Choba Junction,2022-09-26,454.8938028568663
2156,Choba Junction,2022-09-27,455.6616819998063
2164,Choba Junction,2022-09-28,452.0632473998644
2172,Choba Junction,2022-09-29,450.8744231799051
2180,Choba Junction,2022-09-30,449.7287162259335
2188,Choba Junction,2022-10-01,455.3028913581535
